"","LAT","LONG","seasonal","tempWarmest","tempColdest","preciWettest","preciDriest","preciCV","PAR_SPRING","growingL","conseqCold","conseqFrFree","RelHumidSp","dayLSp","aridity"
"375",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"292",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"215",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"337",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"320",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"171",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"346",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"151",48.5167,-4.06667,3780,199,32,134,47,31,82.281944,15,1.21,267.01,80.650299,12.9236,1.62600005
"137",48.5167,-4.06667,3780,199,32,134,47,31,82.281944,15,1.21,267.01,80.650299,12.9236,1.62600005
"291",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"385",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"84",45,1.75,5577,271,9,79,49,12,82.765274,9,4.5,196.49,78.367698,12.803,1.03900003
"349",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"219",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"322",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"204",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"273",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"212",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"146",48.5167,-4.06667,3780,199,32,134,47,31,82.281944,15,1.21,267.01,80.650299,12.9236,1.62600005
"348",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"157",48.5167,-4.06667,3780,199,32,134,47,31,82.281944,15,1.21,267.01,80.650299,12.9236,1.62600005
"214",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"316",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"186",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"314",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"293",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"183",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"287",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"290",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"168",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"343",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"153",48.5167,-4.06667,3780,199,32,134,47,31,82.281944,15,1.21,267.01,80.650299,12.9236,1.62600005
"339",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"60",48.2667,-4.58333,3562,199,38,141,48,32,82.281944,15,0.9,305.21,80.650299,12.905099,1.63999999
"174",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"88",47.4,0.683333,5560,252,10,66,46,11,75.354164,8,6.41,210.7,85.299201,12.8871,0.88700002
"359",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"298",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"162",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"311",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"329",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"175",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"163",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"77",48.8,2.26667,5618,237,3,62,47,8,73.112503,8,7.44,212.36,79.6026,12.923899,0.90700001
"302",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"231",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"148",48.5167,-4.06667,3780,199,32,134,47,31,82.281944,15,1.21,267.01,80.650299,12.9236,1.62600005
"106",48.5167,-4.06667,3780,199,32,134,47,31,82.281944,15,1.21,267.01,80.650299,12.9236,1.62600005
"283",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"184",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"122",48.5167,-4.06667,3780,199,32,134,47,31,82.281944,15,1.21,267.01,80.650299,12.9236,1.62600005
"170",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"396",46.65,0.166667,5408,247,8,78,47,15,76.254166,8,4.76,210.94,78.076301,12.8694,1.02999997
"275",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"244",48.6667,-4.06667,3793,200,34,129,46,32,82.281944,15,0.82,290.55,80.650299,12.9236,1.62600005
"116",48.5167,-4.06667,3780,199,32,134,47,31,82.281944,15,1.21,267.01,80.650299,12.9236,1.62600005
"364",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"121",48.5167,-4.06667,3780,199,32,134,47,31,82.281944,15,1.21,267.01,80.650299,12.9236,1.62600005
"165",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"32",48.2667,-4.58333,3562,199,38,141,48,32,82.281944,15,0.9,305.21,80.650299,12.905099,1.63999999
"201",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"326",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"368",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"332",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"361",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"202",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"200",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"257",46.65,-0.25,5306,241,9,88,47,18,80.11528,9,4.66,220.86,78.076301,12.8694,1.09899998
"80",45,1.75,5577,271,9,79,49,12,82.765274,9,4.5,196.49,78.367698,12.803,1.03900003
"9",45.2667,1.48333,5489,256,0,95,58,12,78.943054,9,4.29,198.58,78.367698,12.819,1.15499997
"187",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"89",48.7,1.98333,5490,238,5,58,44,9,71.686111,8,8.26,214.76,84.5186,12.923899,0.93699998
"207",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"69",48.2667,-4.58333,3562,199,38,141,48,32,82.281944,15,0.9,305.21,80.650299,12.905099,1.63999999
"188",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"306",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"360",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"237",48.6667,-4.06667,3793,200,34,129,46,32,82.281944,15,0.82,290.55,80.650299,12.9236,1.62600005
"327",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"261",46.65,-0.25,5306,241,9,88,47,18,80.11528,9,4.66,220.86,78.076301,12.8694,1.09899998
"86",45,1.75,5577,271,9,79,49,12,82.765274,9,4.5,196.49,78.367698,12.803,1.03900003
"228",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"190",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"74",48.2667,-4.58333,3562,199,38,141,48,32,82.281944,15,0.9,305.21,80.650299,12.905099,1.63999999
"8",45.2667,1.48333,5489,256,0,95,58,12,78.943054,9,4.29,198.58,78.367698,12.819,1.15499997
"4",45.2667,1.48333,5489,256,0,95,58,12,78.943054,9,4.29,198.58,78.367698,12.819,1.15499997
"159",47.35,3.93333,5834,230,-12,80,54,12,75.165276,9,8.64,198.59,81.353103,12.8871,1.03100002
"262",46.65,-0.25,5306,241,9,88,47,18,80.11528,9,4.66,220.86,78.076301,12.8694,1.09899998
"51",48.2667,-4.58333,3562,199,38,141,48,32,82.281944,15,0.9,305.21,80.650299,12.905099,1.63999999
"5",45.2667,1.48333,5489,256,0,95,58,12,78.943054,9,4.29,198.58,78.367698,12.819,1.15499997
"363",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"338",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"355",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"269",45.5333,4.85,6354,265,-12,86,54,17,80.281944,9,9.18,220.65,81.627502,12.819,0.995
"278",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"179",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"6",45.2667,1.48333,5489,256,0,95,58,12,78.943054,9,4.29,198.58,78.367698,12.819,1.15499997
"206",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"461",51.3,0.5,4780,218,10,67,39,17,71.040276,10,3.41,177.22,80.103698,13.020299,1.17299998
"466",51.3,0.5,4780,218,10,67,39,17,71.040276,10,3.41,177.22,80.103698,13.020299,1.17299998
"9490",55.9218,-3.17108,4230,192,0,70,43,16,63.013889,8,5.81,41.33,81.745697,13.2227,1.40799999
"9496",55.9212,-3.17857,4223,191,0,71,43,16,63.013889,8,5.81,41.33,81.745697,13.2227,1.40799999
"9504",55.8877,-3.16377,4227,189,-4,76,47,16,63.013889,8,5.81,41.33,80.246101,13.2227,1.21800005
"9499",55.8858,-3.16015,4227,189,-4,76,47,16,63.013889,8,5.81,41.33,80.246101,13.2227,1.21800005
"9308",57.9,-5.1525,3945,176,6,128,61,26,60.330555,7,7.43,137.42,84.338302,13.3049,4.16400003
"9305",55.9681,-3.21833,4279,193,1,68,41,17,63.013889,8,5.81,41.33,81.745697,13.2227,1.40799999
"9302",55.9681,-3.21833,4279,193,1,68,41,17,63.013889,8,5.81,41.33,81.745697,13.2227,1.40799999
"9309",57.9,-5.1525,3945,176,6,128,61,26,60.330555,7,7.43,137.42,84.338302,13.3049,4.16400003
"4980",51.3,0.5,4780,218,10,67,39,17,71.040276,10,3.41,177.22,80.103698,13.020299,1.17299998
"5444",54.6,-3.1,4535,184,-10,117,63,22,60.227779,8,5.12,207.64,80.364997,13.152799,6.41300011
"5394",54.4,-3,4614,188,-7,118,63,22,60.227779,8,7,165.85,80.364997,13.152799,6.15600014
"5461",54.4,-3,4614,188,-7,118,63,22,60.227779,8,7,165.85,80.364997,13.152799,6.15600014
"5494",54.6,-3.3,4487,188,-3,108,57,22,60.227779,8,5.12,207.64,81.769401,13.152799,6.56699991
"5398",54.4,-3,4614,188,-7,118,63,22,60.227779,8,7,165.85,80.364997,13.152799,6.15600014
"5466",54.4,-3,4614,188,-7,118,63,22,60.227779,8,7,165.85,80.364997,13.152799,6.15600014
"5450",54.4,-3,4614,188,-7,118,63,22,60.227779,8,7,165.85,80.364997,13.152799,6.15600014
"4675",50.4,-4.7,4235,193,21,127,61,27,77.316666,14,2.01,193.01,78.076896,12.9806,2.08400011
"4632",50.4,-4.7,4235,193,21,127,61,27,77.316666,14,2.01,193.01,78.076896,12.9806,2.08400011
"5769",51.3,1,4806,209,8,72,42,17,71.040276,12,3.48,111.54,80.103698,13.0205,1.19700003
"4757",50.4,-4.7,4235,193,21,127,61,27,77.316666,14,2.01,193.01,78.076896,12.9806,2.08400011
"4827",50.4,-4.9,4311,195,21,127,61,28,77.316666,14,2.01,193.01,78.408798,12.9806,1.972
"4820",50.4,-4.9,4311,195,21,127,61,28,77.316666,14,2.01,193.01,78.408798,12.9806,1.972
"5159",51.3,0.4,4813,218,9,68,40,17,71.040276,10,3.41,177.22,80.103698,13.020199,1.17299998
"5759",52.6,1.3,4838,210,8,64,41,13,66.523613,10,3.83,178.51,80.717102,13.0832,1.05999994
"5739",52.2,1.4,4688,202,3,62,38,17,66.523613,10,4.43,73.54,80.208702,13.061699,1.01699996
"5738",54.1,-1.6,4545,196,1,75,55,12,68.631943,8,5.84,174.86,79.049797,13.128299,1.37300003
"5770",55.3,-1.9,4195,180,-7,79,51,14,74.599998,9,6.37,90.85,79.546699,13.1996,1.67999995
"5826",56.7333,-5.98333,3898,166,4,222,89,29,60.950001,8,3.79,148.96,83.463401,13.246999,4.62099981
"5745",51,-1.5,4630,219,12,82,44,21,79.26667,12,3.85,184.47,79.981697,13.0206,1.301
"5744",55.4,-2.8,4516,186,-15,97,60,16,63.013889,8,9.46,101.88,80.241401,13.2003,2.14899993
"5774",51.1,0.6,4833,214,9,76,44,20,71.040276,10,3.44,103.07,80.11,13.020299,1.23000002
"5760",53,-1.1,4964,213,0,64,49,7,64.487503,9,5.25,92.78,79.009597,13.083,1.07200003
"5746",51.3,0.3,4836,219,9,69,41,17,71.040276,10,4.25,194.04,80.173301,13.020199,1.28499997
"5762",55.6,-3.2,4381,163,-32,148,82,20,63.013889,8,7.92,8.78,80.246101,13.199399,3.14499998
"5711",54.8,-3.3,4425,190,0,104,54,21,60.227779,8,5.31,190.28,81.745903,13.1765,3.79099989
"5802",52.3,-1.6,4587,208,3,61,40,11,64.487503,9,5.59,120.96,80.791,13.0618,1.07000005
"5740",51.3,0.9,4804,213,11,69,40,17,71.040276,10,3.17,172.01,80.103698,13.020299,1.19700003
"5716",55.6,-3.5,4226,179,-9,111,62,19,63.013889,8,6.93,32.63,81.058998,13.197999,2.62599993
"5772",54.1,-2.3,4555,185,-7,153,77,22,60.227779,8,6.57,152.28,79.730003,13.1295,3.56599998
"5722",51.2,1,4763,206,7,77,46,18,71.040276,12,3.72,123.1,77.992301,13.0205,1.19700003
"5751",57.3,-5.7,4021,167,0,200,81,29,60.330555,8,5.56,205.15,83.6352,13.274499,4.83300018
"5721",55.2,-2,4293,180,-10,81,53,14,74.599998,9,6.37,90.85,79.546699,13.176899,1.875
"5812",52.1,-2.3,4514,205,9,67,44,12,63.09861,9,4.77,155.74,80.939201,13.0621,1.153
"5792",50.8,-0.7,4767,220,7,90,49,22,79.26667,12,3.03,193.24,79.894897,13.000399,1.25899994
"5735",52.3,-1.7,4576,205,1,64,44,11,64.487503,9,5.59,120.96,79.384803,13.0618,1.097
"5767",54.6,-2.8,4560,180,-17,127,68,22,60.227779,8,10.26,99.69,80.364997,13.1538,3.11500001
"5817",52.3,-1.5,4667,210,3,60,39,11,64.487503,9,5.59,120.96,80.791,13.0618,1.07000005
"5807",51.8,-0.5,5076,218,-3,67,43,11,65.756943,10,5.98,193.32,78.836502,13.040599,1.26100004
"5777",51.1,0.7,4792,214,10,76,44,20,71.040276,10,3.5,124.26,80.11,13.020299,1.19099998
"5736",51.3,0.5,4780,218,10,67,39,17,71.040276,10,3.41,177.22,80.103698,13.020299,1.17299998
"5763",51.2,0.4,4795,220,11,71,40,19,71.040276,10,3.44,103.07,80.103698,13.020199,1.17299998
"5813",52,-2.4,4479,206,11,70,45,13,64.805557,10,5.23,133.25,80.939201,13.041099,1.20099998
"5741",56.6,-4.1,4816,188,-18,141,64,25,60.950001,6,7.96,84.42,82.008399,13.246999,3.66100001
"5731",54.9,-2.9,4640,195,-4,86,45,21,60.227779,8,5.72,193.49,81.520797,13.1765,1.62199998
"5819",55.9,-3.2,4201,189,-3,76,47,15,63.013889,8,5.81,41.33,80.246101,13.2227,1.40799999
"5724",51.4,0.1,4841,224,11,65,41,14,71.040276,10,5.46,219.83,80.173301,13.020199,1.04799998
"5789",51.3,-0.5,5076,226,1,65,40,14,65.756943,9,3.68,67.89,80.225196,13.020199,1.15100002
"5141",52.2,-1.7,4588,209,4,60,38,12,64.487503,9,6.58,170.58,80.791,13.0618,1.097
"5175",51.3,0.4,4813,218,9,68,40,17,71.040276,10,3.41,177.22,80.103698,13.020199,1.17299998
"5145",52.2,-1.7,4588,209,4,60,38,12,64.487503,9,6.58,170.58,80.791,13.0618,1.097
"5469",54.4,-3,4614,188,-7,118,63,22,60.227779,8,7,165.85,80.364997,13.152799,6.15600014
"5106",51.3,0.5,4780,218,10,67,39,17,71.040276,10,3.41,177.22,80.103698,13.020299,1.17299998
"5299",51.3,1.1,4758,212,14,68,37,18,71.040276,12,3.48,111.54,79.939697,13.0205,1.24100006
"5335",51.1,0.4,4761,218,10,76,43,21,71.040276,10,3.44,103.07,80.11,13.020199,1.36399996
"7121",50,8.5,6552,243,-22,66,37,18,74.673615,9,17.46,196.89,83.736,12.981499,0.81699997
"7106",51.051,13.7336,6822,234,-30,78,32,28,69.230553,7,25.58,180.46,81.952003,13.0205,0.82499999
"7104",49.4167,16.2667,6953,217,-61,89,31,40,74.837502,8,32.73,182.5,74.044799,12.961799,0.89600003
"7113",50.3,6.3,5701,192,-30,116,69,15,68.619446,8,14.45,202.69,78.751899,12.980899,1.61199999
"7116",51.4599,12.6327,6731,235,-28,63,30,25,69.230553,7,18.14,63.71,82.033203,13.020899,0.76700002
"7149",50.3,8,6091,214,-29,73,48,13,68.24028,8,19.41,182.44,79.509201,12.981499,1.01800001
"7228",50.3833,8.0666,6228,233,-18,63,39,15,68.24028,8,19.41,182.44,79.509201,12.981499,0.93900001
"7301",41.5,2.25,5313,273,53,86,32,26,95.711113,8,0.19,310.54,64.327903,12.715499,0.59200001
"7109",51.3,0.5,4780,218,10,67,39,17,71.040276,10,3.41,177.22,80.103698,13.020299,1.17299998
"6987",48.0683,7.62551,6366,246,-12,92,40,28,74.638886,9,11.54,140.74,82.327301,12.9054,1.01999998
"7028",49.5166,9.3166,6545,235,-29,85,47,19,74.673615,8,16.61,196.53,80.858497,12.9614,1.11600006
"7029",49.5166,9.3166,6545,235,-29,85,47,19,74.673615,8,16.61,196.53,80.858497,12.9614,1.11600006
"7030",49.5166,9.3166,6545,235,-29,85,47,19,74.673615,8,16.61,196.53,80.858497,12.9614,1.11600006
"7013",52.4584,13.287,6916,238,-34,70,36,21,68.056946,7,17.09,167.76,80.529197,13.062,0.81199998
"7017",41.6833,2.8,5312,276,53,108,27,33,95.711113,10,0.12,271.82,73.542098,12.715499,0.70499998
"7032",50.0167,8.6667,6474,246,-22,71,41,16,68.24028,9,17.38,197.01,79.9151,12.980999,0.90100002
"7073",53.7502,34.7361,9773,234,-120,82,25,34,73.02639,7,85.77,158.49,71.075401,13.126999,1.00800002
"242",48.6667,-4.06667,3793,200,34,129,46,32,82.281944,15,0.82,290.55,80.650299,12.9236,1.62600005
"104",48.5167,-4.06667,3780,199,32,134,47,31,82.281944,15,1.21,267.01,80.650299,12.9236,1.62600005
"282",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"96",47.7,6.81667,6400,240,-24,94,66,12,78.190277,8,14.46,200.85,82.044601,12.8872,1.44599998
"23",48.2667,-4.58333,3562,199,38,141,48,32,82.281944,15,0.9,305.21,80.650299,12.905099,1.63999999
"6938",55.7522,37.6322,9800,232,-122,89,33,30,73.283333,7,84.12,160.29,71.597503,13.2003,1.14300001
"8304",52,5,5320,213,-3,81,46,16,69.599998,9,9.04,198.42,79.222198,13.040599,1.29799998
"8386",58.9,11.2,6663,199,-40,91,39,27,73.202774,7,23.82,212.91,81.865196,13.3745,1.35099995
"8348",50.5,8.5,6322,227,-25,70,46,11,68.24028,9,18.89,191.02,78.895401,13.0009,1.04200006
"6039",56.1,13.74,6245,203,-33,74,38,22,72.743057,7,19.11,164.5,71.525199,13.221899,1.26300001
"1416",62.8,18.2,8590,208,-122,74,38,25,74.995834,6,37.6,112.09,88.130798,13.7902,1.442
"6237",62.9619,18.35,8686,204,-130,74,37,24,74.995834,6,43.9,96.62,86.811302,13.8688,1.39600003
"6226",62.7994,17.9033,8423,204,-122,75,39,24,68.158333,6,33.9,112.46,88.130798,13.7902,1.42799997
"6184",62.8892,18.4522,8670,209,-125,73,36,25,74.995834,6,40.96,110.77,86.811302,13.8688,1.39600003
"6174",62.8719,18.3422,8650,203,-130,75,38,24,74.995834,6,40.96,110.77,86.811302,13.8688,1.39600003
"6172",62.8717,18.3436,8650,203,-130,75,38,24,74.995834,6,40.96,110.77,86.811302,13.8688,1.39600003
"6171",62.8717,18.3444,8650,203,-130,75,38,24,74.995834,6,40.96,110.77,86.811302,13.8688,1.39600003
"6170",62.8717,18.3442,8650,203,-130,75,38,24,74.995834,6,40.96,110.77,86.811302,13.8688,1.39600003
"6151",55.6528,13.2244,6169,203,-26,67,34,22,71.57222,8,16.05,154.32,71.894096,13.199299,1.07799995
"6150",55.9261,13.5319,6179,200,-32,73,38,21,71.57222,8,17.22,157.62,71.525199,13.221899,1.24399996
"6149",55.9281,13.5481,6193,201,-31,73,38,22,71.57222,8,17.22,157.62,71.525199,13.221899,1.24399996
"6148",55.9319,13.5508,6195,201,-31,72,38,21,71.57222,8,17.22,157.62,71.525199,13.221899,1.24399996
"6147",55.9425,13.5675,6183,199,-33,74,38,22,71.57222,8,17.22,157.62,71.525199,13.221899,1.24399996
"6146",55.9575,13.5686,6197,199,-33,74,39,21,71.57222,8,17.22,157.62,71.525199,13.221899,1.24399996
"6145",55.9497,13.5533,6190,200,-33,73,38,21,71.57222,8,17.22,157.62,71.525199,13.221899,1.24399996
"6144",55.9506,13.5361,6182,199,-33,74,39,22,71.57222,8,17.22,157.62,71.525199,13.221899,1.24399996
"6142",55.9428,13.5558,6190,200,-33,73,38,21,71.57222,8,17.22,157.62,71.525199,13.221899,1.24399996
"6141",55.9414,13.5542,6195,200,-32,73,38,22,71.57222,8,17.22,157.62,71.525199,13.221899,1.24399996
"6137",55.9419,13.5603,6190,200,-33,74,38,22,71.57222,8,17.22,157.62,71.525199,13.221899,1.24399996
"6136",55.9336,13.5519,6195,200,-32,73,38,22,71.57222,8,17.22,157.62,71.525199,13.221899,1.24399996
"6131",55.8369,13.3181,6196,201,-31,71,37,22,71.57222,8,17.9,158.41,71.525199,13.222599,1.27999997
"6134",55.8383,13.2906,6191,201,-31,71,37,21,71.57222,8,17.9,158.41,71.894096,13.222599,1.27999997
"6133",55.8364,13.2906,6191,201,-31,71,37,21,71.57222,8,17.9,158.41,71.894096,13.222599,1.27999997
"6132",55.8386,13.3186,6196,201,-31,71,37,22,71.57222,8,17.9,158.41,71.525199,13.222599,1.27999997
"6129",55.8544,13.2875,6207,201,-32,71,37,21,71.57222,8,17.9,158.41,71.894096,13.222599,1.27999997
"6128",55.8397,13.2881,6191,201,-31,71,37,21,71.57222,8,17.9,158.41,71.894096,13.222599,1.27999997
"6127",55.8428,13.3058,6173,201,-31,71,37,22,71.57222,8,17.9,158.41,71.525199,13.222599,1.27999997
"6126",55.8411,13.3047,6187,201,-31,71,37,22,71.57222,8,17.9,158.41,71.525199,13.222599,1.27999997
"6125",55.8403,13.3106,6178,201,-31,71,37,22,71.57222,8,17.9,158.41,71.525199,13.222599,1.27999997
"6124",55.8378,13.3092,6178,201,-31,71,37,22,71.57222,8,17.9,158.41,71.525199,13.222599,1.27999997
"6123",55.8369,13.3033,6187,201,-31,71,37,22,71.57222,8,17.9,158.41,71.525199,13.222599,1.27999997
